order_id,customer_id,order_date,order_status,payment_method,shipping_cost
32521,618,2024-02-25 03:55:31,Completed,Debit Card,15.7
32522,3204,2023-10-31 07:45:34,Completed,PayPal,0.52
32523,2121,2021-11-15 02:47:47,Completed,Apple Pay,3.19
32524,4270,2022-10-11 23:52:13,Completed,Apple Pay,0.31
32525,4534,2022-12-26 01:27:10,Completed,Debit Card,17.16
32526,1915,2021-09-17 18:29:58,Completed,Google Pay,16.48
32527,3068,2021-11-02 01:11:45,Completed,Google Pay,9.15
32528,943,2020-07-18 01:16:20,Completed,Debit Card,23.59
32529,1082,2022-10-02 23:41:25,Completed,Google Pay,1.88
32530,2957,2022-11-25 19:08:53,Completed,PayPal,21.11
32531,1316,2020-07-01 12:49:52,Completed,Credit Card,4.24
32532,3576,2023-02-04 02:12:38,Completed,Apple Pay,11.0
32533,1639,2023-01-14 16:36:54,Completed,Credit Card,12.13
32534,3653,2022-02-06 00:22:47,Completed,Google Pay,1.41
32535,1875,2024-04-01 22:36:36,Completed,Google Pay,20.37
32536,3589,2021-05-03 16:28:39,Completed,Google Pay,17.79
32537,3831,2024-04-13 03:05:32,Returned,Debit Card,4.26
32538,2000,2021-04-02 13:13:12,Cancelled,Credit Card,15.38
32539,3490,2023-06-26 03:48:56,Completed,Apple Pay,22.6
32540,1387,2022-05-31 18:12:23,Completed,Credit Card,21.21
32541,4061,2022-03-27 00:41:45,Completed,Debit Card,4.14
32542,1552,2020-02-27 11:42:24,Completed,Debit Card,6.82
32543,2872,2023-09-12 05:10:30,Completed,Debit Card,3.95
32544,1556,2021-08-26 06:43:07,Completed,Apple Pay,4.36
32545,3224,2020-10-26 15:57:54,Completed,PayPal,13.53
32546,2443,2022-04-03 10:54:48,Completed,Credit Card,22.12
32547,4675,2023-11-22 22:47:29,Returned,Apple Pay,14.25
32548,2200,2020-11-03 00:37:39,Completed,Credit Card,10.54
32549,1489,2020-04-22 19:10:31,Completed,PayPal,16.0
32550,1553,2022-08-17 10:17:10,Completed,Google Pay,11.94
32551,386,2020-06-05 19:36:30,Completed,Apple Pay,23.92
32552,889,2021-06-26 14:24:45,Completed,PayPal,8.85
32553,819,2021-04-02 16:41:30,Returned,Credit Card,6.53
32554,4923,2023-02-20 14:28:06,Completed,Apple Pay,7.73
32555,419,2020-06-25 16:09:10,Completed,PayPal,19.15
32556,3853,2020-06-26 23:44:00,Cancelled,Debit Card,24.37
32557,261,2021-06-10 09:01:55,Completed,Debit Card,18.69
32558,1196,2022-07-12 02:27:21,Completed,Debit Card,5.18
32559,4485,2021-05-27 00:56:13,Completed,Apple Pay,4.18
32560,3880,2021-05-07 22:46:43,Completed,PayPal,21.27
32561,4566,2023-05-04 16:13:36,Completed,Debit Card,20.42
32562,4942,2020-08-03 06:11:09,Completed,Debit Card,5.2
32563,4979,2022-05-04 03:41:43,Completed,Google Pay,14.86
32564,1020,2023-03-05 16:45:26,Completed,Credit Card,3.18
32565,4628,2020-11-21 16:18:31,Cancelled,PayPal,24.92
32566,208,2022-11-07 06:45:47,Completed,Google Pay,21.77
32567,3261,2020-03-26 19:21:41,Completed,Credit Card,22.37
32568,2859,2021-12-10 00:32:56,Completed,PayPal,12.03
32569,4939,2022-05-28 14:52:51,Completed,Debit Card,13.72
32570,2910,2023-09-06 17:03:08,Completed,Credit Card,18.69
32571,251,2023-09-02 22:59:44,Completed,Credit Card,22.49
32572,3616,2021-08-10 10:11:03,Completed,Debit Card,1.12
32573,1253,2020-07-10 10:44:12,Completed,Apple Pay,12.13
32574,4729,2023-11-09 18:46:32,Completed,PayPal,7.24
32575,1261,2021-07-06 01:16:38,Completed,Debit Card,24.63
32576,1541,2022-06-19 06:27:47,Completed,Apple Pay,18.75
32577,3593,2023-03-22 23:37:27,Completed,Debit Card,19.2
32578,2895,2023-01-06 06:05:51,Completed,PayPal,13.73
32579,1246,2020-01-06 17:41:33,Cancelled,Credit Card,2.51
32580,266,2022-10-28 01:36:38,Completed,Debit Card,15.81
32581,2491,2022-06-09 13:00:56,Cancelled,Credit Card,11.41
32582,3324,2022-05-31 02:05:50,Completed,Apple Pay,13.89
32583,1038,2023-03-24 04:57:23,Completed,Debit Card,13.57
32584,331,2020-07-22 21:10:14,Completed,PayPal,8.38
32585,3265,2022-02-19 01:24:38,Returned,Apple Pay,2.16
32586,4033,2022-09-23 13:05:30,Completed,PayPal,23.49
32587,4253,2022-03-27 16:49:01,Completed,PayPal,15.01
32588,4469,2021-12-16 12:04:36,Completed,Google Pay,11.99
32589,4177,2021-04-21 07:59:44,Completed,Google Pay,15.74
32590,403,2024-05-27 09:24:41,Completed,Apple Pay,7.25
32591,4428,2022-11-13 03:31:32,Completed,Credit Card,0.51
32592,2000,2023-03-15 02:31:42,Completed,Apple Pay,3.01
32593,1790,2020-06-17 00:18:04,Completed,Apple Pay,2.88
32594,3098,2020-12-02 04:48:50,Completed,PayPal,3.41
32595,3510,2023-06-20 10:10:26,Completed,PayPal,5.55
32596,1131,2024-05-30 08:11:27,Completed,Google Pay,7.07
32597,2490,2020-06-14 22:23:41,Completed,Debit Card,18.9
32598,1559,2022-03-09 14:04:33,Completed,Credit Card,6.13
32599,1912,2021-04-19 20:02:29,Completed,PayPal,4.42
32600,2715,2022-05-21 11:47:02,Completed,Apple Pay,2.25
32601,1157,2023-01-30 06:18:35,Completed,Apple Pay,15.47
32602,2886,2021-10-24 14:15:37,Completed,Debit Card,24.86
32603,861,2024-03-31 21:18:41,Completed,Credit Card,13.9
32604,3034,2022-04-03 00:42:04,Completed,PayPal,23.9
32605,1624,2020-04-07 11:55:50,Completed,PayPal,4.29
32606,1159,2020-08-11 03:18:03,Completed,PayPal,9.84
32607,3626,2024-03-28 22:24:20,Completed,PayPal,0.9
32608,1248,2020-11-14 17:06:49,Completed,Credit Card,5.06
32609,664,2023-03-07 22:34:50,Completed,Google Pay,13.48
32610,3597,2021-10-04 15:54:36,Returned,Credit Card,24.37
32611,2905,2020-05-11 12:33:47,Completed,Credit Card,21.94
32612,271,2022-08-11 17:21:27,Completed,PayPal,3.31
32613,3061,2023-10-29 08:15:49,Returned,Debit Card,18.9
32614,927,2023-02-05 20:32:38,Completed,Google Pay,23.08
32615,1286,2024-01-17 04:56:15,Completed,Credit Card,4.64
32616,4041,2021-03-09 23:51:18,Completed,Apple Pay,13.05
32617,171,2022-08-23 08:31:47,Completed,Credit Card,0.53
32618,419,2020-09-29 14:08:24,Completed,Apple Pay,9.01
32619,1288,2020-12-15 14:02:04,Cancelled,Apple Pay,19.79
32620,348,2023-03-04 21:06:11,Completed,Credit Card,19.32
32621,3040,2022-12-13 02:59:39,Completed,Credit Card,10.66
32622,240,2020-01-24 13:00:39,Completed,Debit Card,22.17
32623,1444,2021-02-15 17:22:30,Completed,Google Pay,3.16
32624,4506,2023-08-30 22:31:26,Completed,Debit Card,12.53
32625,6,2020-05-26 20:19:32,Returned,Apple Pay,20.62
32626,3842,2021-01-30 05:47:21,Completed,Credit Card,9.19
32627,3483,2023-03-16 18:39:38,Completed,Debit Card,19.36
32628,3703,2020-09-05 01:53:54,Completed,Apple Pay,1.19
32629,1534,2024-11-04 16:45:27,Completed,Google Pay,18.26
32630,4705,2023-12-06 00:36:40,Completed,Google Pay,23.24
32631,1659,2022-07-27 00:33:38,Completed,PayPal,12.95
32632,2726,2024-01-16 10:20:34,Completed,Google Pay,2.91
32633,3612,2023-10-20 10:26:14,Completed,PayPal,12.23
32634,1392,2021-09-14 21:48:05,Completed,Google Pay,20.31
32635,4859,2021-01-29 08:34:46,Completed,Apple Pay,15.36
32636,546,2020-11-04 22:51:03,Completed,Apple Pay,19.46
32637,4814,2020-04-15 20:54:28,Completed,Credit Card,13.84
32638,1321,2021-06-02 00:16:19,Completed,Apple Pay,23.84
32639,3781,2021-10-06 16:56:07,Cancelled,Google Pay,5.72
32640,1327,2023-06-10 23:19:20,Completed,PayPal,15.11
32641,3068,2020-01-15 12:30:19,Completed,Debit Card,6.08
32642,3777,2022-03-04 16:41:17,Completed,Google Pay,8.05
32643,2057,2021-09-30 01:07:51,Returned,Debit Card,9.26
32644,2967,2021-01-23 10:18:59,Completed,Debit Card,24.69
32645,190,2020-04-22 12:13:47,Completed,Credit Card,5.92
32646,3083,2021-01-12 13:11:20,Completed,Google Pay,0.99
32647,2701,2024-02-15 23:09:05,Returned,Debit Card,20.26
32648,3762,2020-03-30 11:07:46,Completed,Debit Card,12.34
32649,2711,2020-04-26 15:59:22,Completed,Debit Card,19.49
32650,1924,2024-09-02 11:44:27,Completed,Google Pay,5.5
32651,4519,2021-05-18 01:19:03,Completed,PayPal,22.64
32652,711,2024-07-02 04:17:18,Completed,PayPal,16.09
32653,2488,2020-02-15 11:23:00,Completed,Apple Pay,6.62
32654,4131,2022-02-06 07:44:55,Completed,Google Pay,4.52
32655,3551,2024-10-08 09:55:51,Completed,Credit Card,10.93
32656,3430,2023-04-13 08:05:35,Completed,Apple Pay,4.21
32657,4209,2021-11-29 22:19:59,Completed,Google Pay,4.06
32658,4175,2021-01-25 19:55:45,Completed,PayPal,21.96
32659,920,2022-03-04 00:58:46,Completed,Google Pay,5.98
32660,457,2021-12-11 03:59:45,Completed,Credit Card,4.23
32661,4811,2023-01-07 05:06:49,Completed,Debit Card,2.28
32662,2072,2024-10-28 19:46:36,Completed,Apple Pay,6.98
32663,3018,2022-09-01 02:19:00,Completed,Debit Card,14.67
32664,1784,2024-10-04 15:22:26,Completed,PayPal,9.48
32665,2990,2024-12-01 16:16:53,Completed,Apple Pay,1.66
32666,3196,2024-02-09 19:06:24,Completed,PayPal,5.58
32667,2203,2024-02-12 13:47:23,Completed,PayPal,12.25
32668,4919,2022-07-03 22:30:14,Cancelled,PayPal,14.75
32669,4872,2021-11-11 05:11:05,Cancelled,PayPal,19.23
32670,1475,2022-01-12 02:53:08,Returned,PayPal,24.44
32671,2794,2024-11-26 09:08:37,Completed,Debit Card,2.59
32672,653,2021-11-11 01:57:33,Returned,Google Pay,21.07
32673,3450,2021-03-08 01:05:54,Completed,Google Pay,3.04
32674,3116,2023-07-26 22:28:18,Returned,Credit Card,14.06
32675,1729,2024-07-28 11:55:50,Completed,Google Pay,12.31
32676,1669,2021-01-18 20:27:55,Completed,Google Pay,9.83
32677,127,2020-08-03 06:30:14,Completed,Google Pay,12.75
32678,1728,2023-10-08 20:21:40,Completed,PayPal,1.1
32679,988,2020-07-15 18:51:46,Cancelled,PayPal,0.35
32680,1660,2020-05-02 05:19:46,Completed,Debit Card,23.03
32681,486,2023-04-07 20:18:11,Completed,Credit Card,10.05
32682,3234,2020-03-26 15:50:33,Completed,Debit Card,24.71
32683,3966,2024-02-23 20:16:49,Completed,Google Pay,0.29
32684,4455,2024-07-19 07:21:20,Completed,Google Pay,24.08
32685,919,2021-10-09 02:13:48,Completed,Credit Card,5.82
32686,3956,2023-09-16 11:01:21,Completed,Apple Pay,11.94
32687,1298,2020-01-24 21:39:48,Cancelled,Credit Card,11.04
32688,46,2021-10-08 06:42:19,Completed,Google Pay,8.78
32689,4533,2022-01-22 21:34:34,Completed,Credit Card,17.92
32690,3286,2023-01-30 02:52:19,Completed,Credit Card,10.86
32691,1783,2023-09-22 03:09:48,Completed,PayPal,14.01
32692,3786,2020-04-13 05:11:13,Completed,Google Pay,6.63
32693,969,2023-09-18 12:42:17,Completed,Credit Card,5.65
32694,1543,2023-11-26 05:00:56,Completed,Debit Card,24.75
32695,2829,2020-05-14 06:50:19,Completed,Debit Card,9.41
32696,1602,2022-12-17 07:19:28,Completed,Google Pay,18.67
32697,557,2024-09-09 11:50:46,Completed,PayPal,16.04
32698,3082,2020-09-02 00:26:48,Cancelled,Credit Card,10.98
32699,4293,2022-11-08 07:15:14,Completed,Debit Card,1.58
32700,2954,2023-02-28 19:51:21,Completed,Google Pay,19.46
32701,2296,2024-04-12 04:21:10,Completed,Debit Card,15.26
32702,3472,2021-08-15 09:48:16,Completed,Apple Pay,16.32
32703,2941,2022-03-30 15:33:36,Completed,Google Pay,7.83
32704,3883,2022-10-05 09:01:21,Completed,Credit Card,18.6
32705,3815,2022-11-03 23:23:02,Completed,Apple Pay,6.42
32706,647,2022-12-06 17:57:34,Completed,Google Pay,19.17
32707,4954,2020-07-22 20:44:34,Completed,Credit Card,19.32
32708,4822,2021-03-12 14:14:37,Completed,Credit Card,9.93
32709,4710,2024-09-17 06:15:48,Completed,Credit Card,10.46
32710,2287,2024-09-24 09:13:28,Completed,Google Pay,12.93
32711,30,2020-09-20 22:10:13,Completed,Debit Card,13.03
32712,2627,2021-09-06 23:12:00,Completed,Credit Card,5.17
32713,979,2023-10-23 14:49:40,Completed,Debit Card,11.43
32714,184,2021-01-08 00:53:47,Completed,Debit Card,18.2
32715,1943,2023-05-10 11:27:11,Completed,Debit Card,9.05
32716,2032,2023-10-24 11:30:43,Completed,Debit Card,7.72
32717,2888,2023-01-15 05:07:03,Completed,Apple Pay,17.81
32718,2546,2023-04-26 08:29:33,Returned,Apple Pay,20.85
32719,4090,2022-07-08 19:16:46,Completed,Google Pay,4.0
32720,1642,2020-11-14 14:29:07,Completed,Debit Card,15.41
32721,546,2023-01-20 10:10:55,Completed,Credit Card,0.58
32722,3867,2024-10-15 06:50:08,Completed,Debit Card,18.32
32723,4366,2022-02-23 02:28:57,Completed,Google Pay,21.42
32724,1020,2021-09-13 04:53:09,Completed,Apple Pay,5.99
32725,2032,2021-05-04 18:25:18,Completed,Google Pay,20.88
32726,644,2024-04-01 09:59:09,Completed,Google Pay,9.13
32727,3492,2024-06-02 13:55:33,Completed,Google Pay,3.65
32728,3002,2024-07-13 03:58:45,Cancelled,Apple Pay,1.45
32729,995,2023-01-20 16:52:57,Completed,PayPal,9.27
32730,4161,2022-05-18 20:28:07,Completed,Credit Card,3.44
32731,2020,2023-09-19 08:44:13,Completed,PayPal,7.34
32732,3829,2022-05-26 09:17:15,Completed,Google Pay,16.63
32733,2813,2024-01-17 17:50:30,Cancelled,Google Pay,2.9
32734,4447,2021-05-13 04:35:01,Completed,Credit Card,16.54
32735,2742,2022-05-01 03:54:56,Completed,Debit Card,10.62
32736,1253,2020-02-03 22:13:51,Completed,PayPal,13.15
32737,272,2020-11-20 13:01:48,Returned,Google Pay,22.64
32738,20,2020-12-25 18:15:02,Completed,Debit Card,13.2
32739,1854,2020-02-14 15:54:39,Completed,Credit Card,10.18
32740,608,2021-06-15 06:21:26,Completed,PayPal,24.93
32741,4526,2022-12-17 22:14:46,Completed,Debit Card,16.68
32742,1363,2022-04-27 03:41:39,Completed,Google Pay,3.38
32743,2863,2020-07-17 11:13:46,Completed,Credit Card,2.56
32744,601,2020-04-09 02:13:04,Completed,Google Pay,2.69
32745,1881,2023-05-05 02:16:30,Completed,Credit Card,10.26
32746,2211,2020-01-16 04:14:47,Completed,Apple Pay,9.82
32747,823,2023-10-17 22:23:54,Completed,Apple Pay,19.85
32748,4567,2021-06-23 03:54:05,Completed,Credit Card,6.61
32749,2812,2020-06-12 03:41:44,Completed,PayPal,15.5
32750,4147,2021-11-06 22:27:50,Cancelled,Google Pay,18.86
32751,3005,2022-05-10 00:54:13,Completed,PayPal,7.05
32752,704,2023-05-06 02:50:50,Completed,Debit Card,20.59
32753,1790,2021-07-27 09:34:31,Completed,PayPal,12.14
32754,3085,2022-06-04 21:36:01,Completed,Google Pay,16.08
32755,2165,2022-10-31 06:22:01,Completed,PayPal,12.88
32756,3730,2024-09-01 19:58:10,Completed,Google Pay,10.71
32757,1668,2024-03-31 01:35:29,Completed,Apple Pay,5.95
32758,4293,2023-10-25 08:36:03,Returned,PayPal,3.4
32759,4533,2020-04-06 05:37:15,Completed,Credit Card,15.14
32760,3494,2022-11-04 10:32:19,Completed,Apple Pay,17.67
32761,531,2023-01-03 18:30:35,Completed,PayPal,10.97
32762,175,2021-01-30 20:32:49,Completed,Credit Card,24.24
32763,645,2023-06-07 11:37:15,Completed,Apple Pay,3.2
32764,2867,2024-10-11 14:12:06,Completed,PayPal,5.37
32765,4438,2023-10-07 13:11:59,Completed,Google Pay,7.15
32766,3079,2024-06-27 00:45:43,Completed,Apple Pay,17.08
32767,4297,2020-01-18 14:41:16,Completed,Apple Pay,11.58
32768,1893,2021-10-21 22:40:18,Cancelled,Debit Card,23.63
32769,603,2020-11-06 02:20:15,Completed,PayPal,11.49
32770,2548,2022-05-10 10:33:23,Completed,Credit Card,20.4
32771,1714,2020-05-02 21:02:03,Completed,Google Pay,5.24
32772,1143,2020-12-15 10:52:25,Completed,Debit Card,8.16
32773,1070,2024-04-14 13:52:24,Completed,Apple Pay,2.21
32774,2939,2023-04-27 07:16:53,Completed,Apple Pay,6.04
32775,567,2020-11-10 16:54:44,Completed,Apple Pay,24.9
32776,4544,2024-11-12 00:55:53,Completed,Apple Pay,15.74
32777,2685,2023-11-19 10:05:52,Completed,Credit Card,20.59
32778,1483,2022-08-28 22:43:27,Completed,Apple Pay,23.94
32779,3877,2020-04-30 01:54:21,Completed,Google Pay,0.74
32780,2715,2020-09-11 11:15:42,Completed,PayPal,9.98
32781,1041,2022-02-21 15:02:02,Completed,Credit Card,10.14
32782,441,2022-12-22 23:51:34,Completed,Google Pay,19.17
32783,584,2020-02-03 13:59:43,Completed,Credit Card,15.85
32784,515,2022-10-22 00:01:30,Completed,Debit Card,2.53
32785,2445,2024-09-27 20:02:16,Completed,Debit Card,6.5
32786,322,2021-11-02 08:11:32,Completed,Google Pay,3.52
32787,4200,2021-04-08 09:27:17,Completed,Google Pay,3.97
32788,814,2023-09-12 23:46:29,Completed,Google Pay,19.28
32789,2963,2024-02-16 23:51:45,Completed,PayPal,17.08
32790,3900,2023-06-12 07:44:25,Completed,Credit Card,18.17
32791,2219,2021-07-26 18:07:10,Completed,Google Pay,21.82
32792,1460,2021-12-14 13:17:26,Completed,Credit Card,5.37
32793,2416,2024-02-08 19:15:12,Completed,Apple Pay,7.43
32794,1073,2021-05-19 17:48:54,Completed,Apple Pay,22.54
32795,1705,2022-02-01 02:36:11,Completed,Google Pay,5.82
32796,1419,2020-06-08 22:13:07,Completed,Google Pay,14.88
32797,1748,2021-11-03 16:53:03,Completed,Apple Pay,20.09
32798,4454,2020-06-21 12:01:38,Completed,PayPal,2.13
32799,3763,2021-02-04 16:28:19,Completed,PayPal,17.17
32800,3273,2020-01-18 09:24:55,Returned,PayPal,2.41
32801,3001,2023-09-28 04:27:13,Completed,Apple Pay,16.25
32802,689,2021-03-26 03:41:02,Completed,Google Pay,4.84
32803,1187,2023-02-13 13:08:24,Cancelled,PayPal,16.1
32804,3988,2021-05-23 22:42:46,Completed,Google Pay,1.82
32805,300,2021-11-14 22:04:18,Completed,PayPal,5.32
32806,4102,2020-12-13 21:23:29,Completed,PayPal,17.56
32807,3197,2024-09-08 03:06:08,Completed,Google Pay,17.67
32808,3965,2023-08-09 02:36:04,Completed,Apple Pay,24.7
32809,4368,2021-03-02 04:43:33,Completed,PayPal,16.93
32810,4125,2022-09-18 20:38:50,Completed,Credit Card,21.85
32811,1666,2023-12-30 08:19:16,Completed,Credit Card,7.62
32812,2204,2023-12-07 13:06:15,Completed,Credit Card,5.35
32813,3300,2024-09-11 18:19:34,Completed,Apple Pay,8.93
32814,1305,2024-05-11 15:27:07,Completed,Apple Pay,18.93
32815,3508,2022-09-18 19:40:46,Completed,Debit Card,7.0
32816,2239,2021-06-04 05:39:19,Cancelled,Debit Card,3.13
32817,4400,2020-09-02 04:20:58,Completed,PayPal,11.12
32818,1528,2021-02-24 04:05:29,Completed,Debit Card,10.07
32819,2450,2020-08-30 15:56:22,Completed,Apple Pay,21.01
32820,4152,2024-01-20 07:49:01,Completed,Google Pay,6.56
32821,4258,2023-05-25 13:32:49,Completed,Credit Card,15.61
32822,2637,2022-07-17 02:35:08,Completed,PayPal,7.72
32823,3810,2023-02-18 13:02:16,Completed,PayPal,8.51
32824,1700,2020-03-27 03:37:33,Completed,Apple Pay,7.84
32825,1371,2023-12-16 02:04:29,Returned,Apple Pay,16.57
32826,2694,2024-09-23 10:29:53,Completed,Credit Card,15.33
32827,4315,2020-07-21 19:47:15,Completed,Google Pay,2.63
32828,4563,2021-01-27 21:07:36,Completed,Credit Card,6.35
32829,3037,2021-01-11 17:51:13,Completed,Credit Card,6.47
32830,152,2022-07-17 21:20:42,Completed,Google Pay,6.17
32831,2826,2024-02-24 00:53:08,Completed,Debit Card,14.04
32832,1516,2024-01-20 14:41:18,Completed,PayPal,11.13
32833,991,2023-04-20 08:45:02,Completed,Debit Card,13.93
32834,3195,2024-07-25 19:17:58,Completed,Google Pay,2.45
32835,2754,2023-03-04 07:32:39,Completed,Google Pay,3.16
32836,1516,2024-11-26 04:35:03,Completed,Debit Card,9.15
32837,137,2022-10-29 00:34:46,Completed,PayPal,3.36
32838,3520,2023-12-08 02:30:30,Completed,Credit Card,2.59
32839,3315,2024-10-23 07:27:16,Completed,Debit Card,14.56
32840,725,2022-11-03 20:36:41,Completed,Credit Card,24.74
32841,4578,2024-09-24 20:32:17,Completed,PayPal,15.07
32842,1841,2022-03-01 16:57:11,Completed,Google Pay,14.33
32843,3101,2023-01-10 22:17:24,Completed,Apple Pay,16.34
32844,3520,2022-11-27 21:25:29,Returned,Apple Pay,0.68
32845,2145,2021-03-08 14:03:27,Completed,Google Pay,4.17
32846,1495,2020-04-26 09:04:53,Completed,Credit Card,4.41
32847,1785,2022-02-01 10:32:46,Returned,Apple Pay,6.21
32848,3393,2023-03-17 15:14:58,Completed,Credit Card,18.98
32849,4258,2022-05-20 12:48:39,Returned,Google Pay,1.2
32850,3152,2024-04-05 04:18:21,Completed,Credit Card,18.87
32851,4205,2020-06-18 14:53:14,Completed,PayPal,23.31
32852,108,2023-07-21 20:31:34,Completed,Apple Pay,5.61
32853,400,2024-10-30 15:31:29,Completed,Credit Card,1.85
32854,1953,2021-08-05 14:08:09,Completed,Debit Card,13.64
32855,4414,2020-05-06 12:50:22,Completed,PayPal,20.03
32856,4436,2021-02-09 02:02:02,Completed,PayPal,9.6
32857,4378,2020-10-13 17:44:50,Cancelled,Debit Card,3.02
32858,220,2024-05-31 04:45:31,Completed,Debit Card,10.41
32859,1636,2021-09-21 11:19:14,Completed,PayPal,12.04
32860,2706,2024-10-16 03:42:16,Completed,Apple Pay,11.57
32861,1297,2022-08-24 18:05:24,Completed,Credit Card,16.23
32862,3375,2023-04-20 09:35:43,Completed,PayPal,10.12
32863,1614,2021-10-27 04:55:32,Completed,Apple Pay,10.41
32864,3606,2022-04-23 06:41:15,Completed,Apple Pay,5.79
32865,2128,2022-03-07 23:49:54,Completed,Google Pay,24.0
32866,2361,2024-08-30 22:04:25,Completed,Apple Pay,11.4
32867,2941,2023-01-28 10:54:27,Completed,Debit Card,9.31
32868,4525,2023-11-23 22:21:47,Completed,Google Pay,0.52
32869,780,2023-08-14 17:26:06,Completed,PayPal,7.0
32870,276,2020-06-25 11:04:58,Completed,Apple Pay,16.61
32871,410,2022-08-18 09:21:12,Completed,PayPal,22.59
32872,3014,2020-04-17 03:35:04,Cancelled,Debit Card,4.82
32873,1748,2020-06-24 20:03:23,Completed,Google Pay,0.69
32874,2714,2024-01-22 18:27:45,Cancelled,Apple Pay,1.23
32875,4624,2023-05-07 07:04:49,Cancelled,Google Pay,12.63
32876,843,2023-10-10 16:31:04,Completed,Debit Card,9.59
32877,2174,2024-01-12 03:49:43,Returned,Apple Pay,12.23
32878,1074,2021-04-01 18:10:32,Completed,Google Pay,16.73
32879,4036,2023-10-31 19:54:30,Cancelled,Debit Card,4.36
32880,2929,2024-04-05 02:04:57,Completed,Credit Card,7.92
32881,328,2024-04-27 03:23:49,Completed,PayPal,23.57
32882,1641,2024-02-20 09:45:10,Completed,Credit Card,10.86
32883,1816,2021-07-23 06:57:52,Completed,PayPal,6.34
32884,4988,2021-03-09 13:36:11,Completed,PayPal,7.72
32885,1538,2024-08-08 08:14:49,Completed,Debit Card,7.74
32886,4623,2021-10-04 01:02:15,Completed,Apple Pay,0.11
32887,1475,2023-03-24 16:41:44,Completed,Google Pay,17.46
32888,4684,2022-01-15 18:53:57,Completed,Debit Card,22.91
32889,4354,2020-10-27 22:19:37,Completed,Debit Card,22.48
32890,2774,2020-04-12 09:19:50,Completed,Credit Card,22.5
32891,4078,2021-02-11 03:10:47,Completed,Credit Card,15.56
32892,3952,2020-05-09 15:26:56,Completed,Credit Card,10.65
32893,4222,2022-02-11 03:31:04,Completed,Credit Card,20.1
32894,653,2020-03-12 01:25:32,Cancelled,Google Pay,3.74
32895,2413,2020-10-31 21:35:40,Completed,Apple Pay,14.17
32896,2982,2020-09-07 23:16:36,Cancelled,Debit Card,0.9
32897,3274,2022-11-04 11:34:18,Returned,Apple Pay,8.82
32898,479,2022-04-20 05:53:21,Completed,Google Pay,17.35
32899,3223,2020-01-15 11:00:39,Completed,Credit Card,20.48
32900,860,2021-10-28 03:01:26,Completed,Credit Card,3.6
32901,522,2020-11-10 01:56:08,Completed,Google Pay,5.86
32902,4330,2024-07-04 20:26:31,Completed,PayPal,22.22
32903,817,2023-01-29 22:15:37,Completed,Google Pay,22.11
32904,1427,2022-04-24 10:28:04,Cancelled,PayPal,19.51
32905,2028,2020-03-27 06:27:36,Completed,Debit Card,8.28
32906,3877,2022-08-17 14:13:48,Completed,PayPal,6.4
32907,351,2020-11-02 17:10:22,Completed,Apple Pay,19.78
32908,2809,2022-03-18 22:08:51,Completed,Google Pay,19.5
32909,4631,2021-05-28 19:15:49,Completed,Debit Card,21.11
32910,561,2021-02-19 14:58:19,Completed,Credit Card,0.89
32911,383,2023-02-16 15:22:55,Completed,Debit Card,20.42
32912,3254,2022-03-05 00:26:50,Completed,Apple Pay,10.26
32913,4805,2024-02-16 01:03:20,Completed,Credit Card,24.06
32914,2730,2020-01-19 21:42:48,Completed,PayPal,20.11
32915,4545,2022-11-02 09:16:45,Completed,Apple Pay,24.72
32916,1305,2020-07-12 13:51:05,Completed,Debit Card,0.13
32917,4446,2021-07-19 22:39:25,Completed,PayPal,14.54
32918,208,2022-05-16 13:45:07,Completed,Google Pay,16.34
32919,1164,2022-10-14 11:27:37,Completed,Google Pay,19.63
32920,4143,2021-07-08 06:34:43,Completed,Apple Pay,24.54
32921,4088,2022-09-04 04:21:29,Completed,Debit Card,5.72
32922,2814,2023-01-12 20:08:21,Completed,PayPal,24.66
32923,2078,2023-12-05 05:17:35,Completed,PayPal,14.65
32924,3720,2024-12-06 01:17:41,Completed,PayPal,0.8
32925,4609,2020-08-21 04:52:45,Completed,PayPal,11.89
32926,4372,2021-03-08 17:55:18,Completed,PayPal,3.12
32927,4845,2020-08-13 19:20:40,Completed,Debit Card,23.19
32928,4138,2023-05-17 06:50:07,Completed,Apple Pay,6.64
32929,3735,2020-11-30 16:04:33,Completed,Apple Pay,9.04
32930,1898,2024-07-11 20:09:35,Completed,Credit Card,12.66
32931,4944,2020-05-27 02:14:48,Completed,PayPal,1.62
32932,2718,2023-01-31 21:55:14,Completed,Apple Pay,19.35
32933,3345,2024-11-21 21:46:56,Completed,Apple Pay,21.48
32934,4276,2020-05-27 14:41:10,Completed,Credit Card,17.18
32935,4360,2023-04-22 18:40:13,Completed,Credit Card,17.01
32936,4024,2020-11-10 07:38:14,Completed,Debit Card,16.69
32937,2767,2021-01-29 15:11:40,Completed,Credit Card,7.19
32938,3800,2021-06-09 07:08:04,Completed,Debit Card,14.43
32939,2838,2023-12-06 17:30:22,Completed,Google Pay,23.18
32940,1293,2021-08-04 11:58:54,Completed,PayPal,7.86
32941,3018,2024-09-03 02:03:21,Completed,Debit Card,15.11
32942,4830,2024-08-22 16:16:28,Completed,PayPal,10.79
32943,750,2024-12-12 00:06:11,Completed,Credit Card,5.17
32944,4749,2021-04-04 17:52:35,Completed,Apple Pay,6.46
